Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
8.59,2011,barr,11barrpesa900,pesa,abankert,12-Jul-11,193,71.26747,-156.5308,brw3,in,j5,26-Jul-11,207,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,12-Jul-11,8,26-Jul-11,207,26-Jul-11,207,2-Jul-11,183,4-Jul-11,,,float,inc,undetermined,,0,0,0,0,0,0,0,,0,3,0,0,hcp<0.5,u4,40,,,left Barrow before fate ; Left Barrow before fate determined; ; ,in,0
6.15,2011,barr,11barrpesa901,pesa,abankert,12-Jul-11,193,71.26377,-156.5268,brw5,in,c7,20-Jul-11,201,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,12-Jul-11,14,17-Jul-11,198,17-Jul-11,198,22-Jun-11,173,25-Jun-11,17-Jul-11,198,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp<0.5,u3,20,,,old nest cup: wesa015 (2010);  ,in,0
14.09,2011,barr,11barrreph003,reph,rlanctot,23-Jun-11,174,71.24372,-156.53949,brw6,in,b12,11-Jul-11,192,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,2,3-Jul-11,184,7-Jul-11,188,18-Jun-11,169,21-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,strangmoor,u1,70,,,,in,0
18.45,2011,barr,11barrreph010,reph,rlanctot,03-Jul-11,184,71.24895,-156.5786,brw8,in,c6,10-Jul-11,191,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,3-Jul-11,13,9-Jul-11,190,9-Jul-11,190,16-Jun-11,167,19-Jun-11,9-Jul-11,190,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp>0.5,m2,90,,,,in,0
8.17,2011,barr,11barrreph052,reph,dkesler,26-Jun-11,177,71.26913,-156.52158,brw3,in,g12,15-Jul-11,196,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,2,15-Jul-11,196,15-Jul-11,196,22-Jun-11,173,25-Jun-11,15-Jul-11,196,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,3,non-patterned,m2,50,,,"3 chicks seen, assume 4 hatched;  ",in,0
8.21,2011,barr,11barrreph054,reph,dkesler,26-Jun-11,177,71.26857,-156.53378,brw3,in,h3,09-Jul-11,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,8,8-Jul-11,189,10-Jul-11,191,16-Jun-11,167,19-Jun-11,,,float,inc,failed,failed_hatch,0,0,0,0,2,0,0,,0,0,0,0,lcp<0.5,u4,80,,,"two eggs not checked for embryo, two eggs somewhat developed; might be fail to hatch;  ",in,0
8.25,2011,barr,11barrreph056,reph,dkesler,26-Jun-11,177,71.26823,-156.5349,brw3,in,i2,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,7,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,3,non-patterned,m2,20,,,,in,0
9.09,2011,barr,11barrreph130,reph,jcunningham,19-Jun-11,170,71.27113,-156.52866,brw3,in,c8,07-Jul-11,188,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,19-Jun-11,2,19-Jun-11,170,24-Jun-11,175,14-Jun-11,165,17-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,lcp>0.5,m1,5,,,,in,0
9.13,2011,barr,11barrreph132,reph,jcunningham,19-Jun-11,170,71.27201,-156.52854,brw3,in,a8,06-Jul-11,187,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,19-Jun-11,3,6-Jul-11,187,6-Jul-11,187,13-Jun-11,164,16-Jun-11,6-Jul-11,187,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,non-patterned,u4,30,,,"chicks not seen, assume 4 hatched; old nest cup  REPH357 (2010);  ",in,0
9.17,2011,barr,11barrreph134,reph,jcunningham,19-Jun-11,170,71.27007,-156.52287,brw3,in,e12,07-Jul-11,188,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,19-Jun-11,2,6-Jul-11,187,6-Jul-11,187,13-Jun-11,164,16-Jun-11,6-Jul-11,187,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,non-patterned,u4,30,,,"1 chick seen, assume 4 hatched;  ",in,0
16.65,2011,barr,11barrreph142,reph,jcunningham,20-Jun-11,171,71.24534,-156.5756,brw8,in,k8,05-Jul-11,186,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,20-Jun-11,5,30-Jun-11,181,2-Jul-11,183,12-Jun-11,163,15-Jun-11,,,float,inc,failed,abandoned,0,0,0,0,4,0,4,,4,0,0,0,lcp<0.5,m2,65,,,,in,0
16.67,2011,barr,11barrreph143,reph,jcunningham,20-Jun-11,171,71.24545,-156.57904,brw8,in,k6,05-Jul-11,186,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,20-Jun-11,5,5-Jul-11,186,5-Jul-11,186,12-Jun-11,163,15-Jun-11,5-Jul-11,186,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp>0.5,u4,35,,,,in,0
11.01,2011,barr,11barrreph150,reph,jcunningham,22-Jun-11,173,71.25972,-156.51816,brw5,in,l7,09-Jul-11,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,3,7-Jul-11,188,7-Jul-11,188,14-Jun-11,165,17-Jun-11,7-Jul-11,188,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,u4,10,,,"2 chicks seen, assume 4 hatched;  ",in,0
11.09,2011,barr,11barrreph154,reph,jcunningham,22-Jun-11,173,71.26056,-156.52122,brw5,in,j5,08-Jul-11,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,4,7-Jul-11,188,9-Jul-11,190,15-Jun-11,166,18-Jun-11,,,float,inc,failed,failed_hatch,0,0,0,0,0,0,0,,0,0,0,0,lcp<0.5,u3,30,,,,in,0
9.31,2011,barr,11barrreph158,reph,jcunningham,22-Jun-11,173,71.26699,-156.52408,brw3,in,l10,08-Jul-11,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,4,8-Jul-11,189,8-Jul-11,189,15-Jun-11,166,18-Jun-11,8-Jul-11,189,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,3,3,mixed hcp/lcp,u4,40,,,,in,0
9.35,2011,barr,11barrreph160,reph,jcunningham,22-Jun-11,173,71.26751,-156.52395,brw3,in,k10,29-Jun-11,180,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,13,4-Jul-11,185,4-Jul-11,185,11-Jun-11,162,14-Jun-11,4-Jul-11,185,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,u4,25,,,"2 chicks seen, assume 4 hatched;  ",in,0
9.37,2011,barr,11barrreph161,reph,jcunningham,22-Jun-11,173,71.26806,-156.52493,brw3,in,j9,08-Jul-11,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,4,7-Jul-11,188,9-Jul-11,190,15-Jun-11,166,18-Jun-11,,,float,inc,failed,failed_hatch,0,0,0,0,1,0,0,,0,0,0,0,non-patterned,m2,10,,,3 eggs not checked for embryos;  ,in,0
9.39,2011,barr,11barrreph162,reph,jcunningham,22-Jun-11,173,71.26857,-156.52299,brw3,in,i11,08-Jul-11,189,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,4,12-Jul-11,193,12-Jul-11,193,19-Jun-11,170,22-Jun-11,12-Jul-11,193,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,non-patterned,m2,70,,,,in,0
9.41,2011,barr,11barrreph163,reph,jcunningham,22-Jun-11,173,71.26833,-156.52393,brw3,in,i10,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,3,hcp<0.5,m2,20,,,"3 chicks seen, assume 4 hatched;  ",in,0
9.43,2011,barr,11barrreph164,reph,jcunningham,22-Jun-11,173,71.26896,-156.52615,brw3,in,g9,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,12-Jul-11,193,12-Jul-11,193,19-Jun-11,170,22-Jun-11,12-Jul-11,193,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,3,3,hcp<0.5,m2,70,,,,in,0
9.45,2011,barr,11barrreph165,reph,jcunningham,22-Jun-11,173,71.26853,-156.52763,brw3,in,h8,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,22-Jun-11,173,27-Jun-11,178,17-Jun-11,168,20-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,mixed hcp/lcp,u3,40,,,,in,0
8.11,2011,barr,11barrreph175,reph,jcunningham,26-Jun-11,177,71.26967,-156.53698,brw3,in,e1,11-Jul-11,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,26-Jun-11,5,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,non-patterned,m2,30,,,,in,0
8.15,2011,barr,11barrreph177,reph,jcunningham,26-Jun-11,177,71.27025,-156.53715,brw3,in,d1,03-Jul-11,184,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,26-Jun-11,13,7-Jul-11,188,7-Jul-11,188,14-Jun-11,165,17-Jun-11,7-Jul-11,188,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,non-patterned,m2,70,,,,in,0
11.47,2011,barr,11barrreph179,reph,jcunningham,26-Jun-11,177,71.26358,-156.53202,brw5,in,c3,12-Jul-11,193,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,26-Jun-11,4,11-Jul-11,192,13-Jul-11,194,19-Jun-11,170,22-Jun-11,,,float,inc,failed,failed_hatch,0,0,0,0,0,0,0,,0,0,0,0,non-patterned,m2,30,,,,in,0
12.03,2011,barr,11barrreph190,reph,jcunningham,28-Jun-11,179,71.25984,-156.52377,brw5,in,l3,13-Jul-11,194,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,28-Jun-11,5,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,3,lcp<0.5,m2,70,,,old nest cup: lbdo060 (2006);  ,in,0
12.07,2011,barr,11barrreph192,reph,jcunningham,28-Jun-11,179,71.26046,-156.52231,brw5,in,j4,07-Jul-11,188,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,28-Jun-11,11,8-Jul-11,189,8-Jul-11,189,15-Jun-11,166,18-Jun-11,8-Jul-11,189,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,3,3,lcp<0.5,m2,60,,,,in,0
12.09,2011,barr,11barrreph193,reph,jcunningham,28-Jun-11,179,71.26037,-156.52496,brw5,in,j2,,NA,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,,,28-Jun-11,179,30-Jun-11,181,28-Jun-11,179,,,,lay,unknown,failed,predation,0,0,0,0,0,2,0,,0,0,0,0,lcp<0.5,m2,50,,,eggs not floated; Unknown initiation date; found with 2 eggs never floated. Assumed found at lay; ; ,in,0
16.01,2011,barr,11barrreph200,reph,bhill,05-Jun-11,156,71.24532,-156.57063,brw8,in,k12,23-Jun-11,174,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jun-11,2,5-Jun-11,156,7-Jun-11,158,31-May-11,151,3-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,lcp<0.5,u1,10,,,,in,0
10.61,2011,barr,11barrreph229,reph,bhill,22-Jun-11,173,71.26283,-156.52058,brw5,in,e11,,NA,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,,,22-Jun-11,173,23-Jun-11,174,17-Jun-11,168,,,,mean date,unknown,failed,predation,0,0,0,0,0,3,0,,0,0,0,0,lcp<0.5,m2,40,,,eggs not floated; Unknown initiation date; found with 3 eggs and not floated; ; ,in,0
10.63,2011,barr,11barrreph230,reph,bhill,22-Jun-11,173,71.26234,-156.52017,brw5,in,f11,10-Jul-11,191,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,27-Jun-11,178,1-Jul-11,182,17-Jun-11,168,20-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,lcp<0.5,m1,30,,,,in,0
10.65,2011,barr,11barrreph231,reph,bhill,22-Jun-11,173,71.26141,-156.51675,brw5,in,h9,10-Jul-11,191,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp<0.5,m2,30,,,,in,0
10.67,2011,barr,11barrreph232,reph,bhill,22-Jun-11,173,71.26224,-156.5186,brw5,in,f12,10-Jul-11,191,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,2-Jul-11,183,6-Jul-11,187,17-Jun-11,168,20-Jun-11,,,float,inc,failed,abandoned,0,0,0,0,0,0,4,,4,0,0,0,lcp<0.5,m2,40,,,,in,0
9.49,2011,barr,11barrreph233,reph,bhill,23-Jun-11,174,71.2713,-156.53496,brw3,in,b3,09-Jul-11,190,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,4,9-Jul-11,190,9-Jul-11,190,16-Jun-11,167,19-Jun-11,9-Jul-11,190,hatch,inc,hatched,,0,1,0,0,0,0,0,,0,0,3,2,hcp<0.5,u3,30,,,"2 chicks seen, assume 3 hatched;  ",in,0
11.51,2011,barr,11barrreph238,reph,bhill,27-Jun-11,178,71.26002,-156.51283,brw5,in,k11,09-Jul-11,190,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,8,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,0,lcp<0.5,m2,60,,,"chicks not seen, assume 3 hatched;  ",in,0
11.57,2011,barr,11barrreph245,reph,bhill,29-Jun-11,180,71.26081,-156.52762,brw5,in,i1,09-Jul-11,190,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,29-Jun-11,10,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp<0.5,u3,70,,,,in,0
8.35,2011,barr,11barrreph246,reph,bhill,29-Jun-11,180,71.26714,-156.52263,brw3,in,l11,09-Jul-11,190,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,29-Jun-11,10,8-Jul-11,189,8-Jul-11,189,15-Jun-11,166,18-Jun-11,8-Jul-11,189,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp<0.5,m2,70,,,,in,0
8.37,2011,barr,11barrreph247,reph,bhill,29-Jun-11,180,71.26814,-156.52861,brw3,in,i7,16-Jul-11,197,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,1-Jul-11,5,15-Jul-11,196,15-Jul-11,196,24-Jun-11,175,25-Jun-11,15-Jul-11,196,hatch,inc,hatched,,0,1,0,0,0,0,0,,0,0,1,0,lcp<0.5,m2,20,,,"chick not seen, assume 1 hatched; Assumed 2 egg clutch to calculate initiation dates. Found with 2 eggs.; ; ",in,0
8.39,2011,barr,11barrreph248,reph,bhill,30-Jun-11,181,71.26794,-156.52748,brw3,in,j8,11-Jul-11,192,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,30-Jun-11,9,12-Jul-11,193,12-Jul-11,193,19-Jun-11,170,22-Jun-11,12-Jul-11,193,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp<0.5,m2,20,,,4 chicks dead in nest 14 July (appear stepped on);  ,in,0
8.43,2011,barr,11barrreph251,reph,bhill,02-Jul-11,183,71.269,-156.53178,brw3,in,g5,,NA,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,,,3-Jul-11,184,3-Jul-11,184,10-Jun-11,161,13-Jun-11,3-Jul-11,184,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp>0.5,u3,60,,,,in,0
8.45,2011,barr,11barrreph252,reph,bhill,02-Jul-11,183,71.26813,-156.52911,brw3,in,i7,12-Jul-11,193,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,2-Jul-11,10,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,m2,20,,,"in eider exclusion zone, did not band chicks;  ",in,0
10.21,2011,barr,11barrreph307,reph,jzamudio,16-Jun-11,167,71.26298,-156.53399,brw5,in,d1,04-Jul-11,185,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,16-Jun-11,2,4-Jul-11,185,4-Jul-11,185,11-Jun-11,162,14-Jun-11,4-Jul-11,185,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,non-patterned,m2,40,,,"0 chicks seen, but eggs gone and males seen broody 20m away;  ",out,0
18.11,2011,barr,11barrreph323,reph,jzamudio,27-Jun-11,178,71.24695,-156.57305,brw8,in,g10,08-Jul-11,189,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,9,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,3,lcp>0.5,m4,60,,,,in,0
4.57,2011,barr,11barrreph327,reph,abankert,28-Jun-11,179,71.29243,-156.65782,brw2,in,h1,14-Jul-11,195,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,28-Jun-11,4,13-Jul-11,194,13-Jul-11,194,20-Jun-11,171,23-Jun-11,13-Jul-11,194,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,lcp>0.5,m4,80,,,,in,0
7.23,2011,barr,11barrreph330,reph,jzamudio,05-Jul-11,186,71.26827,-156.5266,brw3,in,i8,12-Jul-11,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-11,13,13-Jul-11,194,13-Jul-11,194,20-Jun-11,171,23-Jun-11,13-Jul-11,194,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,hcp<0.5,u3,70,,,4 chicks seen; not banded due to rain;  ,in,0
7.25,2011,barr,11barrreph331,reph,jzamudio,05-Jul-11,186,71.27118,-156.53008,brw3,in,b7,12-Jul-11,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-11,13,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,0,hcp<0.5,u4,5,,,"chicks not seen, assume 3 hatched;  ",in,0
7.29,2011,barr,11barrreph333,reph,jzamudio,05-Jul-11,186,71.26794,-156.52783,brw3,in,j7,09-Jul-11,190,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-11,16,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,m2,70,,,"chicks not seen, assume 4 hatched;  ",in,0
7.31,2011,barr,11barrreph334,reph,jzamudio,05-Jul-11,186,71.27177,-156.53142,brw3,in,a6,11-Jul-11,192,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-11,14,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp<0.5,u3,90,,,,in,0
7.35,2011,barr,11barrreph336,reph,jzamudio,05-Jul-11,186,71.26933,-156.53103,brw3,in,f5,11-Jul-11,192,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-11,14,5-Jul-11,186,7-Jul-11,188,18-Jun-11,169,21-Jun-11,,,float,inc,failed,predation,0,0,0,0,0,4,0,,0,0,0,0,hcp>0.5,u3,20,,,,in,0
16.11,2011,barr,11barrreph407,reph,abankert,10-Jun-11,161,71.24719,-156.57853,brw8,in,g6,28-Jun-11,179,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,10-Jun-11,2,10-Jun-11,161,15-Jun-11,166,5-Jun-11,156,8-Jun-11,,,float,inc,failed,abandoned,0,0,0,0,0,0,4,,4,0,0,0,hcp<0.5,u1,2,,,,in,0
17.03,2011,barr,11barrreph417,reph,abankert,21-Jun-11,172,71.24607,-156.57147,brw8,in,i11,02-Jul-11,183,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,21-Jun-11,9,2-Jul-11,183,2-Jul-11,183,9-Jun-11,160,12-Jun-11,2-Jul-11,183,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp<0.5,m2,80,,,"no chicks seen, assume 4 hatched;  ",in,0
4.37,2011,barr,11barrreph422,reph,abankert,22-Jun-11,173,71.29319,-156.64154,brw2,in,e12,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-11,2,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,hcp>0.5,u2,70,,,,in,0
9.53,2011,barr,11barrreph425,reph,abankert,23-Jun-11,174,71.26738,-156.52488,brw3,in,k9,09-Jul-11,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,4,23-Jun-11,174,27-Jun-11,178,16-Jun-11,167,19-Jun-11,,,float,inc,failed,trampled,0,0,0,4,0,0,0,,0,0,0,0,lcp>0.5,u3,5,,,"nest in lemming runway, 4E found buried in debris, scattered in runway;  ",in,0
9.59,2011,barr,11barrreph428,reph,abankert,23-Jun-11,174,71.26719,-156.52987,brw3,in,k6,10-Jul-11,191,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,3,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,0,hcp<0.5,u3,60,,,"1 chick seen, assume 3 hatched;  ",in,0
9.67,2011,barr,11barrreph432,reph,abankert,23-Jun-11,174,71.27058,-156.53384,brw3,in,c4,01-Jul-11,182,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,12,4-Jul-11,185,4-Jul-11,185,11-Jun-11,162,14-Jun-11,4-Jul-11,185,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,non-patterned,u4,40,,,chicks not banded due to cold and rain;  ,in,0
11.15,2011,barr,11barrreph434,reph,abankert,23-Jun-11,174,71.26412,-156.52572,brw5,in,b8,09-Jul-11,190,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,4,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,1,0,0,,0,0,3,3,hcp<0.5,u3,60,,,,in,0
11.17,2011,barr,11barrreph435,reph,abankert,23-Jun-11,174,71.2639,-156.51948,brw5,in,c12,04-Jul-11,185,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-11,9,7-Jul-11,188,7-Jul-11,188,11-Jun-11,162,14-Jun-11,,,float,inc,unknown,,0,0,0,0,0,0,0,,0,4,0,0,hcp<0.5,u3,50,,,"chicks not seen, assume 4 hatched; only evidence is nest flattened and widened pipped days prior; ; ",in,0
17.35,2011,barr,11barrreph441,reph,abankert,24-Jun-11,175,71.24915,-156.58232,brw8,in,c3,11-Jul-11,192,searcher,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,24-Jun-11,3,10-Jul-11,191,10-Jul-11,191,17-Jun-11,168,20-Jun-11,10-Jul-11,191,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,3,2,lcp>0.5,u4,80,,,"2 chicks seen, assume 3 hatched;  ",in,0
18.01,2011,barr,11barrreph454,reph,abankert,27-Jun-11,178,71.24598,-156.57734,brw8,in,j7,11-Jul-11,192,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,6,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,2,2,lcp<0.5,u4,30,,,,in,0
18.05,2011,barr,11barrreph455,reph,abankert,27-Jun-11,178,71.24628,-156.57036,brw8,in,i12,12-Jul-11,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,5,11-Jul-11,192,11-Jul-11,192,18-Jun-11,169,21-Jun-11,11-Jul-11,192,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp>0.5,m4,50,,,"chicks not seen, assume 4 hatched;  ",in,0
18.09,2011,barr,11barrreph457,reph,abankert,27-Jun-11,178,71.24684,-156.5726,brw8,in,h10,06-Jul-11,187,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-11,11,6-Jul-11,187,6-Jul-11,187,13-Jun-11,164,16-Jun-11,6-Jul-11,187,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,0,lcp>0.5,m2,75,,,"chicks not seen, assume 4 hatched;  ",in,0
18.25,2011,barr,11barrreph462,reph,abankert,28-Jun-11,179,71.24857,-156.56964,brw8,in,d12,08-Jul-11,189,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,28-Jun-11,10,9-Jul-11,190,9-Jul-11,190,16-Jun-11,167,19-Jun-11,9-Jul-11,190,hatch,inc,hatched,,0,0,0,0,0,0,0,,0,0,4,4,frost boil,b2,10,,,,in,0
